time,area_h1,area_h2,area_h3,area_h4,area_h5,dt,temp_avg,temp_max,temp_min
178,1581.5094384244,7348.7460269829,7132.5194230229,19793.591078999,9143.634032571,2,495.25843591039,2792.4315972446,300.00001455397
180,1595.960435246,7342.0179736283,7120.6738234903,19798.909782065,9142.4379855706,2,497.02066071819,2797.3329953135,300.00001686048
182,1610.4307628693,7335.0721686541,7109.2950140136,19803.971233794,9141.2308206685,2,498.78083042108,2800.6144629106,300.00001948683
184,1624.9914480113,7327.9657607564,7097.9861671948,19809.043935039,9140.0126889988,2,500.53918194491,2806.8292893685,300.00002247102
186,1639.5117895038,7320.7838901505,7086.9618776495,19813.958704519,9138.7837381769,2,502.29577739817,2811.596978329,300.00002585464
188,1653.9505284419,7313.6046147766,7076.3593699752,19818.541360792,9137.5441260137,2,504.0505772286,2815.7549513613,300.00002968367
190,1668.3273815131,7306.4843061693,7065.9087836441,19822.985491397,9136.2940372758,2,505.80356083546,2820.7293465791,300.00003400797
192,1682.7664451044,7299.460115312,7055.0446498307,19827.695095255,9135.0336944979,2,507.55488714775,2824.0905304384,300.00003888221
194,1697.2472107454,7292.5525846953,7043.696431102,19832.740409533,9133.7633639242,2,509.30472382247,2829.1707904231,300.00004436608
196,1711.6747041948,7285.764763746,7032.2770082693,19837.80016115,9132.4833626394,2,511.05308051121,2834.0406744919,300.00005052463
198,1726.0336174524,7279.0841490912,7020.9356614154,19842.752501513,9131.1940705283,2,512.79991223147,2837.426524556,300.00005742841
200,1740.3629738604,7272.4911877021,7009.4114953972,19847.838399832,9129.8959432086,2,514.54522906301,2842.5180363367,300.00006515415
202,1754.7674112249,7265.9672459443,6997.3157182072,19853.360102183,9128.5895224407,2,516.28921062755,2846.0015306149,300.00007378508
204,1769.1721772472,7259.4940323138,6984.9147775362,19859.143569136,9127.2754437665,2,518.03195945118,2850.0163662268,300.00008341135
206,1783.5344606871,7253.046304536,6972.6396379557,19864.825141539,9125.9544552825,2,519.77347084386,2855.0268725056,300.00009413045
208,1797.8292939335,7246.5874343999,6960.5766155359,19870.379199954,9124.6274561764,2,521.51368812354,2858.4377470025,300.00010604759
210,1812.1297013868,7240.0726796192,6948.4114805131,19876.090590229,9123.2955482521,2,523.25266042405,2862.939758562,300.00011927623
212,1826.4937742253,7233.4570063925,6935.9922064585,19882.096935506,9121.960077418,2,524.9905565781,2866.5799869279,300.0001339387
214,1840.8452546522,7226.7029763243,6923.7690636046,19888.060086117,9120.6226193022,2,526.72743625353,2869.5851538111,300.00015016656
216,1855.1570539564,7219.7895773072,6912.0770364215,19893.691503939,9119.2848283754,2,528.46327364812,2874.7678686899,300.00016810106
