time,area_h1,area_h2,area_h3,area_h4,area_h5,dt,temp_avg,temp_max,temp_min
409,0.15237856598365,7087.7965022681,9638.1194414557,18796.410646837,9477.5210308728,2,397.08984407745,872.99477770411,300.03359397559
411,0.1516132958957,7085.1539711536,9628.6519661299,18804.876191925,9481.1662574956,2,397.51710799428,873.53497167178,300.03510076349
413,0.15085548139503,7082.5333396352,9619.1775394813,18813.438651022,9484.6996143795,2,397.9443553447,873.89053865452,300.03666379393
415,0.15010499874993,7079.9339565999,9609.6949512392,18822.098586737,9488.1224004253,2,398.37158647271,874.22104791,300.03828473059
417,0.1493617267393,7077.3551401322,9600.2032944385,18830.855159577,9491.437044125,2,398.79880171839,874.83182703565,300.03996527298
419,0.14862554657413,7074.7962145936,9590.7020424187,18839.706190775,9494.6469266661,2,399.2260014177,875.19224962496,300.04170715721
421,0.14789634181406,7072.2565440202,9581.1910978425,18848.648265996,9497.7561957988,2,399.6531859026,875.64183542398,300.04351215611
423,0.1471739982898,7069.7355619377,9571.6708448383,18857.676839057,9500.7695801683,2,400.08035550181,876.04989239396,300.04538207995
425,0.14645840403634,7067.2327979699,9562.1422309196,18866.786301265,9503.6922114412,2,400.50751054267,876.23564483279,300.04731877685
427,0.14574944924486,7064.7479015933,9552.6068504049,18875.970039115,9506.5294594377,2,400.93465135382,876.89968095365,300.04932413354
429,0.14504702623823,7062.280662947,9543.0669481633,18885.220558078,9509.2867837852,2,401.36177826805,877.31266218624,300.05140007534
431,0.1443510294711,7059.8310302492,9533.5252953812,18894.529719087,9511.9696042528,2,401.78889162406,877.67215053881,300.05354856726
